sep=,
"Case ID","Elapsed","Selenium Profile","Status","Type"
"C101043","105s","INWK.EStore.srprofile","Passed","To Be Automated"
"C101043","","INWK.EStore.srprofile","","To Be Automated"
"C101044","1s","INWK.EStore.srprofile","Passed","To Be Automated"
"C101044","","INWK.EStore.srprofile","","To Be Automated"
"C101045","14s","INWK.EStore.srprofile","Passed","To Be Automated"
"C101045","","INWK.EStore.srprofile","","To Be Automated"
"C101046","1275s","INWK.EStore.srprofile","Passed","To Be Automated"
"C101046","","INWK.EStore.srprofile","","To Be Automated"
"C101047","296s","INWK.EStore.srprofile","Passed","To Be Automated"
"C101047","","INWK.EStore.srprofile","","To Be Automated"
"C101048","45s","INWK.EStore.srprofile","Passed","To Be Automated"
